"樓層數(ex 1, 1-1)",重新編碼,Text,價格,尺寸,品質,服務態度,舒適度,公關,代言,外觀,品牌,Sentiment,Sentiment_label,Sentiment_score
B136-3,B394, 36-1 現在網路上一堆人罵也不見得很爛啦，如果只是普通可以穿你也不會特別發文來說。況且就這麼一千多塊，而且是實體店面，本來就是買個當季快時尚的消耗品而已，穿幾次就壞不是正常的嗎？比淘寶多付的錢是給店面、試穿服務、規避網購風險的，怎麼會有品質比淘寶好這種期待。所以建議覺得買鞋不用試穿的淘寶買就好了。,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9412780404090881}","negative (stars 1, 2 and 3)",-0.9412780404090881
B136-4,B395, 36-3 如果要買當季快時尚的消耗品 我還不如去買夜市一雙399的 也是實體店面可試穿、也是跟流行、也是穿幾次就會壞啊（但說真的夜市的鞋品質不會輸） 甚至去net買也更便宜，以上優點也是全部都有,1,0,0,0,0,0,0,0,net,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6254539489746094}","negative (stars 1, 2 and 3)",-0.6254539489746094
B136-4,B395,  D+AF比人家貴2-3倍，還不能期待比淘寶品質好？穿幾次就壞很正常？ 什麼樣的價格就該端出什麼樣的品質 不要這樣慣壞商人好嗎？ 這個品質真的不行餒,1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9846308827400208}","negative (stars 1, 2 and 3)",-0.9846308827400208
B136-5,B396," 36-4 我比較喜歡在百貨公司乾乾淨淨舒舒服服沒有有壓力的逛街試鞋，吹著冷氣、有椅子鏡子、尺寸齊全、而且有人服務，這幾百塊的服務費我還給得起啦。  但我也支持，想省服務費就去夜市、淘寶買啊！不要當想享受服務又不付錢的奧客耶",1,0,0,1,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9775692820549011}",positive (stars 4 and 5),0.9775692820549011
B136-7,B397," 36-4 我一般鞋店390,490都反而壞超快的耶... D+AF牌我幾乎都是買雙11的特價款，對我個人來說，耐穿度是真的算滿友善的，高跟的靴子，我還可以趕路跑步都好好的....😅，看到駡成這樣我也是蠻驚訝的，不過會不會是新款的品質比較差也不一定",0,0,1,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.929764449596405}",positive (stars 4 and 5),0.929764449596405
B136-8,B398," 36  我前前後後買了5、6雙 都是在特價的時候買 很常穿但都沒有穿壞過 穿了三年都沒壞蠻困擾的 都沒有理由買新鞋耶👀",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.786708652973175}","negative (stars 1, 2 and 3)",-0.786708652973175
B136-9,B399," 36 我以前也覺得明明就很好，怎麼大家一直說很爛？但去年趁2雙特價買入一雙平底鞋、一雙樂福鞋，平底鞋穿了我真的腳超臭！！！這輩子沒有腳臭的我真的嚇到！我還在辦公室把腳抬起來聞！超臭！ 樂福鞋更扯！我平常也沒什麼在走路，你說涼鞋分離就算了，樂福鞋分離！我是大象嗎？走路很慢也走很少，沒這麼操鞋子吧！而且買來也才1個多月而已就爆了！",0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9858359098434448}","negative (stars 1, 2 and 3)",-0.9858359098434448
B137,B400,重點是我還真get不到這種鞋型哪裡好看😂 看起來很俗氣,0,0,0,0,0,0,0,1,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.919914186000824}","negative (stars 1, 2 and 3)",-0.919914186000824
B139,B402,"之前就很多篇文再說他們家鞋子不好穿了 每次經過門市還是看到一堆人在裡面買鞋子",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8159171938896179}","negative (stars 1, 2 and 3)",-0.8159171938896179
B141,B403,他們家的鞋子穿2次就壞,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9525254964828491}","negative (stars 1, 2 and 3)",-0.9525254964828491
B142,B404,稍微走多一點點路 就一定起水泡⋯,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8901618123054504}","negative (stars 1, 2 and 3)",-0.8901618123054504
B142-1,B405, 42 起水泡是真的！可是2000的鞋子我才穿兩三次捨不得丟😭😭,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7917962074279785}","negative (stars 1, 2 and 3)",-0.7917962074279785
B143,B406,我在他們家買了 3雙長靴 2雙短靴 其他雙品質都還行 但有兩雙同款短靴 另一雙黑色直接出包 跟白色相比 穿起來次數輪流 但是黑色直接開口笑🥹🥹🤦🏻‍♀️🤷🏻‍♀️,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8296177983283997}","negative (stars 1, 2 and 3)",-0.8296177983283997
B144,B407,我之前在gu買了樂福鞋990然後一轉彎看到D+AF賣一模一樣的1200左右🤣而且gu的驚人的好穿哈哈哈哈,1,0,0,0,1,0,0,0,gu,"{'label': 'positive (stars 4 and 5)', 'score': 0.5272934436798096}",positive (stars 4 and 5),0.5272934436798096
B145,B408,之前在網路上看覺得很心動，當時台南還沒有門市，還特地跑去高雄看，結果一看到整個瞬間滅火，整間店的鞋子充滿廉價感⋯⋯所以後來直接不買就走了。,0,0,0,0,0,0,0,1,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9681136608123779}","negative (stars 1, 2 and 3)",-0.9681136608123779
B146,B409,我後來有買grace，買過2次，底都還算蠻軟，我站一天都還能接受,0,0,0,0,1,0,0,0,grace,"{'label': 'positive (stars 4 and 5)', 'score': 0.9165111780166626}",positive (stars 4 and 5),0.9165111780166626
B146,B409,我去試穿發現我想買的鞋子，超硬，而且底很痛，我同事說好穿結果我試穿腳底板像直接觸碰地板,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9759029746055603}","negative (stars 1, 2 and 3)",-0.9759029746055603
B146-1,B410, 46 我也是，朋友一直跟我說她覺得超好穿，結果去試穿之後底根本超硬，站起來走一走腳就開始痛,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9526574611663818}","negative (stars 1, 2 and 3)",-0.9526574611663818
B147-1,B412, 47 大推C&H（可以ig搜一下）全真皮穿起來就是舒服又透氣 cp值超高！！,1,0,1,0,1,0,0,0,others,"{'label': 'positive (stars 4 and 5)', 'score': 0.9913924932479858}",positive (stars 4 and 5),0.9913924932479858
B148,B413,"之前穿他們家的靴子去參加耶晚滑倒 瞬間社死🥲",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5969752669334412}","negative (stars 1, 2 and 3)",-0.5969752669334412
B149,B414,我在路上看到鞋底掉下來的，有夠尷尬😅,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8748834133148193}","negative (stars 1, 2 and 3)",-0.8748834133148193
B150,B417,對比我買Net 390涼鞋，很耐穿有便宜😂,1,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9897423982620239}",positive (stars 4 and 5),0.9897423982620239
B150,B417,真的！之前買一雙有跟涼鞋（也是我第一次買他們家東西），結果沒穿幾次就壞了 價格還不便宜（印象890）,1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8935549259185791}","negative (stars 1, 2 and 3)",-0.8935549259185791
B151,B418,買過繫帶的低跟涼鞋，穿第二次就斷了，超狼狽🥲 真的再也不敢買⋯ 希望他們提升行銷能力同時也能顧一下品質,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9824939370155334}","negative (stars 1, 2 and 3)",-0.9824939370155334
B152,B419,"我買了一雙厚底樂福鞋 我覺得超好穿欸！！！ 是看gina一直穿被燒到買的 也穿了滿久的應該有兩年 去日本也會穿完全沒問題很好走！ 但 如果是這家的涼鞋我也有買過很雷的🤣 還記得是之前跟艾X莎莎聯名的涼鞋 沒穿兩次就壞掉我真的大傻眼",0,0,1,0,1,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.617563009262085}","negative (stars 1, 2 and 3)",-0.617563009262085
B152-1,B420,"我買了一雙厚底樂福鞋 我覺得超好穿欸！！！ 是看gina一直穿被燒到買的 也穿了滿久的應該有兩年 去日本也會穿完全沒問題很好走！ 但 如果是這家的涼鞋我也有買過很雷的🤣 還記得是之前跟艾X莎莎聯名的涼鞋 沒穿兩次就壞掉我真的大傻眼",0,0,0,0,1,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.617563009262085}","negative (stars 1, 2 and 3)",-0.617563009262085
B153,B421, 52 我也是被Gina 燒到🤣那雙真的很好走又好穿,0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.7884422540664673}",positive (stars 4 and 5),0.7884422540664673
B155,B423,"3年前官網買第一次，嚇到  長方形鞋跟，一隻很正常，另一隻是斜的，這品質真爛",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9816370606422424}","negative (stars 1, 2 and 3)",-0.9816370606422424
B156-2,B426, 55-1 好好笑好久沒看到這個梗，但我是認真的欸...當然我覺得他們家品質時好時壞這點是真的，我也買過也是苦主，但是我覺得也沒有這個容易一天到晚這麼多人討論？＆他們每天大排長龍，我覺得一定同業很眼紅吧,0,0,1,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.7699350714683533}",positive (stars 4 and 5),0.7699350714683533
B156-3,B427," 55-2  因為真實心得一直被 ban 掉 所以大家才會更踴躍發言（？",0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5162854194641113}",positive (stars 4 and 5),0.5162854194641113
B156-5,B429, 55-4 重點是不是同業這家店都該下去~xd,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.512633204460144}","negative (stars 1, 2 and 3)",-0.512633204460144
B156-6,B430, 55 但如果不是D+AF真的做不好 哪會一呼百應一堆受害者跳出來吐苦水勸世,0,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6304532289505005}","negative (stars 1, 2 and 3)",-0.6304532289505005
B156-7,B431, 55 如果他家品質很好，就算是同業發文好了，那這篇也只會被撻伐而已，根本不會有這麼多人的心得都一樣，也不太可能一次買一百多個帳號自導自演,0,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8352767825126648}","negative (stars 1, 2 and 3)",-0.8352767825126648
B156-8,B432, 55 但我試穿過真的很硬很磨腳，這篇留言也是滿滿災情，不管是不是同業引戰，都證明了品質良莠不齊,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9047857522964478}","negative (stars 1, 2 and 3)",-0.9047857522964478
B156-9,B433," 55 是不是一回事 但這家真的難穿到爆炸",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9085476994514465}","negative (stars 1, 2 and 3)",-0.9085476994514465
B156-11,B435, 55 想太多 就是品質爛！,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9597371220588684}","negative (stars 1, 2 and 3)",-0.9597371220588684
B157,B437,"買了2次，瑪莉珍高跟鞋跟平底鞋 前者不管怎麼穿都會超痛，脫掉鞋子永遠紅到不行 後者每次穿每次起屑，而且超級臭，穿沒幾次就有摺痕 買思夢樂的瑪莉珍還比較划算⋯⋯",0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9666194915771484}","negative (stars 1, 2 and 3)",-0.9666194915771484
B158,B438,性價比低 一下就壞了,1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8442463874816895}","negative (stars 1, 2 and 3)",-0.8442463874816895
B159,B439,"之前買過D+AF涼鞋 走久了會有點磨腳 但是靴子就不太會 穿越久就越合腳",0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9859722852706909}",positive (stars 4 and 5),0.9859722852706909
B160,B440,我穿了他們家的皮鞋四個月，在一個需要每天爬山上坡下坡工作的博物館上班；完全沒有底部磨損或是開口笑的問題，看到這則貼文蠻意外的,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9631503224372864}",positive (stars 4 and 5),0.9631503224372864
B161,B441,"上次買瑪莉珍鞋 第一次穿出門大概 3 小時 第二次穿不到一小時就在婚禮上開口笑…",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5607528686523438}","negative (stars 1, 2 and 3)",-0.5607528686523438
B162,B442,"以前1-2年前，不是一雙699嗎 現在在門市看幾乎1000出頭  但都是人跟開店成本，品質沒什麼長進",1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8873541951179504}","negative (stars 1, 2 and 3)",-0.8873541951179504
B163,B443,這家的鞋去看過實體根本不想買，不符合價格,1,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9724801778793335}","negative (stars 1, 2 and 3)",-0.9724801778793335
B165,B445,"D+AF跟one boy一樣啊 砸廣告行銷拉高價錢 品質跟史一樣",0,0,1,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9464284777641296}","negative (stars 1, 2 and 3)",-0.9464284777641296
B166,B446,我也不買他們家鞋（會咬腳～～,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9175267219543457}","negative (stars 1, 2 and 3)",-0.9175267219543457
B167,B447,買過不同款式，我覺得只有拖鞋好穿,0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5462127923965454}",positive (stars 4 and 5),0.5462127923965454
B168,B448,真的不會再買D+AF 鞋底有夠硬 我還以為我沒穿鞋,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9670449495315552}","negative (stars 1, 2 and 3)",-0.9670449495315552
B169,B449,跟one bxy 一樣錢都花在廣告上,0,0,0,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8965201377868652}","negative (stars 1, 2 and 3)",-0.8965201377868652
B170,B450,這篇文484會被刪？,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5445832014083862}",positive (stars 4 and 5),0.5445832014083862
B171,B451,"這家鞋子超 爆 爛 不是難穿就是一下就壞掉 屢試不爽 每個買過的朋友都負評 絕對一次店 不要被廣告騙 然後有什麼想罵的趕快罵一罵 這篇等下就不見囉^ _ ^",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9912465214729309}","negative (stars 1, 2 and 3)",-0.9912465214729309
B172,B452,買過一次就不買了，品質沒很好；話說當時它的官網就超難用超難下訂，不知道是不是店員早就在勸退了🫠,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9573479294776917}","negative (stars 1, 2 and 3)",-0.9573479294776917
B173,B453,之前買了這雙穿了不到一個月就脫皮🥲,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9355149269104004}","negative (stars 1, 2 and 3)",-0.9355149269104004
B174,B454,滑貼文被舒華燒到 差點就要買了😭,0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.6886909008026123}",positive (stars 4 and 5),0.6886909008026123
B175,B455,我的也穿不到五次就詭異的裂開了，詢問門市還問我有沒有碰到水，整個超傻眼，以後不會再買🙄,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9859259724617004}","negative (stars 1, 2 and 3)",-0.9859259724617004
B176,B456,我買過一次豆豆鞋，穿三次前面就開口笑變拖鞋😑,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.935614287853241}","negative (stars 1, 2 and 3)",-0.935614287853241
B177,B457,真的超級難穿！我買一雙皮鞋結果每次上腳就痛又磨腳！屢試不爽！後來我直接去買路邊攤一雙480長得差不多，還很好走！！！再買D+AF我就是盤子！,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9924351572990417}","negative (stars 1, 2 and 3)",-0.9924351572990417
B178,B458,"買過他們家的靴子 一開始覺得蠻漂亮好穿 但穿不到半年就開口笑了",0,0,1,0,1,0,0,1,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8583088517189026}","negative (stars 1, 2 and 3)",-0.8583088517189026
B179,B459,我也是一連買了好幾雙涼鞋，都沒穿幾次全部開口笑，我還以為是我自己的問題呢,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9327926635742188}","negative (stars 1, 2 and 3)",-0.9327926635742188
B180,B460,10多年前買過一次，那時候是窮學生，那時候一雙800以內，但是穿了3次就開口笑。多年後價格翻倍，但我再也不敢買了⋯⋯,1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9737919569015503}","negative (stars 1, 2 and 3)",-0.9737919569015503
B181,B461,暫且不論品質，買過一次，店員態度超差超級冷漠，謝謝不會再購買第二次了，反正他們應該也是不缺客人才敢這樣☺️,0,0,0,1,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9850785732269287}","negative (stars 1, 2 and 3)",-0.9850785732269287
B182,B462,"真的偏難穿⋯⋯ 之前趁特價網購買一雙厚底樂福，結果穿上去腳痛到走不動 不是那種買小的擠腳感，是真的完完全全的腳底板超痛，穿上去無法走路的部分 後來我就丟了⋯超浪費一次都沒穿出去走 所以買鞋子還是要上腳🥹",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9754619598388672}","negative (stars 1, 2 and 3)",-0.9754619598388672
B183,B463,別說了..買了兩雙回去後都磨腳磨到走不了路，再也不敢買了,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9866513013839722}","negative (stars 1, 2 and 3)",-0.9866513013839722
B184,B464,"我之前也買過皮鞋也是開口笑 為什麼大家損壞點都這麼規律好好奇喔🤣🤣🤣",0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.6599067449569702}",positive (stars 4 and 5),0.6599067449569702
B185,B465,"原來那麼不耐穿… 我只有買過拖鞋 自己覺得還可以 可能因為不到每天出門穿 下次買鞋會注意 🥺",0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5698491334915161}",positive (stars 4 and 5),0.5698491334915161
B187,B467,我以為只有我這麼覺得，他們家的鞋子真的是無敵難穿的，鞋底超級無敵硬，然後又貴,1,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9539735317230225}","negative (stars 1, 2 and 3)",-0.9539735317230225
B188,B468,品質已經不敢領教，穿一季就要報銷,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.930737316608429}","negative (stars 1, 2 and 3)",-0.930737316608429
B189,B469,他靴子超硬🥹我每次穿都會腳痛 蝦皮買的600多塊還比較好穿🥲,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8904674649238586}","negative (stars 1, 2 and 3)",-0.8904674649238586
B190,B470,同價位也是台灣品牌的grace明明也跟很多KOL合作 卻好像沒那麼紅⋯？ 而且grace的鞋還挺好穿 目前穿兩三年有了還很完整,0,0,1,0,1,0,1,0,grace,"{'label': 'positive (stars 4 and 5)', 'score': 0.9875942468643188}",positive (stars 4 and 5),0.9875942468643188
B190,B470,D+AF到底為什麼這麼多人買啊因為行銷做的比較好嗎？ ,0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.7264958620071411}",positive (stars 4 and 5),0.7264958620071411
B190-2,B472, 90 最新代言還是舒華🥲🥲🥲,0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9781752824783325}",positive (stars 4 and 5),0.9781752824783325
B190-3,B473, 90-2 刷只是想支持台灣品牌🥲可是偏偏這品牌名聲不好,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5346582531929016}","negative (stars 1, 2 and 3)",-0.5346582531929016
B191,B476,"可能錢都拿去請小編加打廣告吧 品質隨便囉  每次看到這家小編廣告影片莫名尷尬⋯⋯⋯⋯",0,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9168458580970764}","negative (stars 1, 2 and 3)",-0.9168458580970764
B192,B477,看到這牌子就想到當初買一雙靴子 還來同一邊== 是要怎麼穿哈哈哈哈超傻眼,0,0,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.7280972599983215}",positive (stars 4 and 5),0.7280972599983215
B193,B478,我買了三雙不同跟高的靴子，除了高跟的鞋底有點硬以外我覺得很好穿欸….雖然我都是有特價才買就是了,0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9734676480293274}",positive (stars 4 and 5),0.9734676480293274
B194,B479,我上個月買了一雙快2000的白靴，穿第三次出去後竟然脫皮了⋯⋯ 品質真的很差（好像是什麼人工皮革）,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9862948060035706}","negative (stars 1, 2 and 3)",-0.9862948060035706
B195,B480,"到底怎麼還會有人要買他家鞋子⋯ 之前有一堆滅火文耶 難道被刪掉之前都沒有看到嗎🥹",0,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8651525974273682}","negative (stars 1, 2 and 3)",-0.8651525974273682
B196,B481,"踩雷+1 穿了好幾個月一直忍耐還是磨腳，然後不到半年就開口笑！每次經過看到一堆人排隊真心很想勸退",0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.983474850654602}","negative (stars 1, 2 and 3)",-0.983474850654602
B197,B482,推Ann’s,0,0,0,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.5567745566368103}",positive (stars 4 and 5),0.5567745566368103
B198,B483,這家真的雷！！😠 之前看廣告想說品質應該還可以 在網路上買了這家的婚鞋 結果到貨嚇死我，那個鑽超俗 還一戳就掉……. 跟圖片完全不一樣！要求退貨 客服還講一堆反正不想給我退 氣死 後來打死不買這家 但不懂為啥還有推薦文==,0,0,1,1,0,1,0,1,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9670113921165466}","negative (stars 1, 2 and 3)",-0.9670113921165466
B199,B484,但我的D+AF每天上班穿 穿了三年多才壞掉，我是買樂福鞋,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8295724987983704}","negative (stars 1, 2 and 3)",-0.8295724987983704
B200,B485,真的 而且腳還超臭,0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.961742103099823}","negative (stars 1, 2 and 3)",-0.961742103099823
B201,B486,曾經買過 但現在不買了 也不follow了,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6701566576957703}","negative (stars 1, 2 and 3)",-0.6701566576957703
B202,B487,鞋子品質真的不行,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9677025675773621}","negative (stars 1, 2 and 3)",-0.9677025675773621
B203,B488,"品質真的差哦 買過一次 穿沒幾隻扣子就掉了，爛",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9803250432014465}","negative (stars 1, 2 and 3)",-0.9803250432014465
B205,B490,"推 品質超不一  第一次買 穿了一兩年 因為我是上班穿 所以使用頻率很高 覺得很耐穿  但第二次買 沒幾個月就壞掉了 事隔太久我真的忘了幾個月也忘記壞在哪 但真心傻眼⋯ 後來我還是再嘗試一次 買了類似貼文這種的厚底樂福鞋 穿了腳好痛 只穿一兩次 已經塵封鞋櫃 再見D+AF  不對 是再也不見",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9823388457298279}","negative (stars 1, 2 and 3)",-0.9823388457298279
B206,B491,"去店面試穿過 鞋款很好看但鞋底硬到靠北",0,0,0,0,1,0,0,1,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5515978336334229}",positive (stars 4 and 5),0.5515978336334229
B207,B492,難穿+1,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7913233041763306}","negative (stars 1, 2 and 3)",-0.7913233041763306
B208,B493,這週爆雨 D+AF也直接給我爆掉😀,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9069887399673462}","negative (stars 1, 2 and 3)",-0.9069887399673462
B211,B496,可是舒華代言這個廠牌欸🫠🫠,0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8583512902259827}",positive (stars 4 and 5),0.8583512902259827
B212,B497,上次買了一雙涼鞋，感想大概就是只能穿三個月的免洗鞋😮‍💨,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.6495341062545776}",positive (stars 4 and 5),0.6495341062545776
B214,B499,難穿,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9376885890960693}","negative (stars 1, 2 and 3)",-0.9376885890960693
B215,B500,本來想要買的，真的勸退了，居然是評論負評居多,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9640119075775146}","negative (stars 1, 2 and 3)",-0.9640119075775146
B216,B501,本來想要買的，真的勸退了，居然是評論負評居多,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9640119075775146}","negative (stars 1, 2 and 3)",-0.9640119075775146
B217,B502,"買過兩雙 一雙品質不佳退貨了 第二雙留下來 連續5、6年都淘寶 蝦皮買短靴，可是一年換一雙，很快壞掉或腳很痛 大腳又很難買漂亮的鞋子 D+AF買的第二雙就一直穿到現在！還穿去日本走路，腳沒有不舒服，也很好穿欸🥺 但44碼的鞋子長期缺貨🥲 如果這雙壞掉會想再買一模一樣的 感覺品質不是大好就大壞（？",0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9452497959136963}","negative (stars 1, 2 and 3)",-0.9452497959136963
B218,B503,我買了一雙平底靴倒是撐很久我蠻愛的😆,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.79481440782547}",positive (stars 4 and 5),0.79481440782547
